,STANDARD_VALUE,STANDARD_UNITS,activity_class,SMILES,molecule
179,1584.89,nM,0,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,CHEMBL1976093
180,251.19,nM,1,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)CC)c3c2,CHEMBL1972221
181,5011.87,nM,0,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CHEMBL1990254
182,1584.89,nM,0,OC1=C(C#N)C2=C(C(=N)Oc3ccc(Cl)cc23)C(=O)N1,CHEMBL1973711
183,1584.89,nM,0,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3,CHEMBL1958401
184,1584.89,nM,0,CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,CHEMBL1968380
185,1584.89,nM,0,CCN1CCN(CC1)c2ccc(Nc3nccc(n3)c4c(nc5ccccn45)c6cccc(c6)C(=O)Nc7ccccc7F)cc2,CHEMBL1981725
186,501.19,nM,1,CC(C)(CN)CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,CHEMBL1985723
187,1584.89,nM,0,COc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,CHEMBL1997764
188,1258.93,nM,1,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,CHEMBL1990583
189,1995.26,nM,1,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL1825138
190,63095.73,nM,1,Fc1cccc(CNc2ncnc3[nH]cnc23)c1,CHEMBL2003785
191,1584.89,nM,0,Nc1ccc(cc1)c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23,CHEMBL1988300
192,1584.89,nM,0,CC(NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,CHEMBL1986186
193,1584.89,nM,0,CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1,CHEMBL1988608
194,398.11,nM,1,COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23,CHEMBL1975927
195,1584.89,nM,0,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2,CHEMBL2007002
196,5011.87,nM,0,COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1980435
197,1584.89,nM,0,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3,CHEMBL1682545
198,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO,CHEMBL1978271
199,5011.87,nM,0,Brc1ccc2cnc(Nc3ccncn3)cc2c1,CHEMBL1984686
200,79.43,nM,1,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2,CHEMBL243298
201,63.1,nM,1,CNCC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1996980
202,1584.89,nM,0,Clc1cc2NC(=O)Nc3cnc(C#N)c(OCCCCOc2cc1NCc4cncs4)n3,CHEMBL248757
203,398.11,nM,1,CN1c2ccc(N)cc2C(c3ccccc3)c4cc(N)ccc14,CHEMBL1991734
204,251.19,nM,1,CC(C)(CN)CNc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,CHEMBL1968930
205,1000.0,nM,1,NC(=O)c1cc2c(cncc2s1)c3ccccc3,CHEMBL1999556
206,1584.89,nM,0,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CC(CN6CCCC6)C5,CHEMBL1968791
207,1584.89,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCCCCCCCCN)c1,CHEMBL1978166
208,1584.89,nM,0,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,CHEMBL210618
209,1584.89,nM,0,COc1cc2c(Cc3c(n[nH]c23)c4ccc(nc4)C#N)cc1C#C,CHEMBL1972250
210,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4nc(N)nc(N)c34)c1,CHEMBL1973145
211,1995.26,nM,1,CC(=O)Nc1ccc(cc1)n2nc3ccc(N)nc3n2,CHEMBL2002723
212,1584.89,nM,0,Nc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4,CHEMBL274064
213,1584.89,nM,0,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,CHEMBL116070
214,1584.89,nM,0,CSc1ccccc1CNc2ncc(c(NCC3CCC(CN)CC3)n2)[N+](=O)[O-],CHEMBL392642
215,199.53,nM,1,CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)C(=NNC(=N)N)C)C(=NNC(=N)N)C)cc(c1)C(=NNC(=N)N)C,CHEMBL2000685
216,1995.26,nM,1,CC(CCC(=O)O)(c1ccc(O)c(N)c1)c2ccc(O)c(N)c2,CHEMBL1975923
217,5011.87,nM,0,Clc1cc(ncn1)c2c[nH]c3ncccc23,CHEMBL1972988
218,1584.89,nM,0,Cc1cc(OC2CCCC2)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,CHEMBL2001224
219,1584.89,nM,0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CHEMBL1974416
220,1000.0,nM,1,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCCC7=O)n5,CHEMBL1991429
221,501.19,nM,1,Fc1cccc(F)c1C(=O)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCCC7=O)n5,CHEMBL2006715
222,1584.89,nM,0,NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,CHEMBL1998611
223,1584.89,nM,0,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4,CHEMBL1968127
224,1584.89,nM,0,FC(F)(F)c1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(c1)C(F)(F)F,CHEMBL1964413
225,158.49,nM,1,CS(=O)(=O)NC1CCC(CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CHEMBL2005216
226,1584.89,nM,0,Cc1cc(OCC2CCC(C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,CHEMBL1991285
227,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCO,CHEMBL2007073
228,1584.89,nM,0,CN1CCN(CC1)C2CCC(CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36,CHEMBL1997617
229,1584.89,nM,0,Nc1nc2ccc(cc2n1CC3CC3)c4c(nc5sccn45)c6ccc(F)cc6,CHEMBL1982874
230,3162.28,nM,0,NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F,CHEMBL253969
231,1584.89,nM,0,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Cl)c12)N,CHEMBL1970189
232,1584.89,nM,0,Nc1noc2cccc(c3cccc(O)c3)c12,CHEMBL1970340
233,1258.93,nM,1,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3,CHEMBL1991063
234,5011.87,nM,0,COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4cccc(F)c4C(=O)N)c5cc[nH]c5n3,CHEMBL461876
235,1584.89,nM,0,O=C1CCCN1Cc2ccc3c(NC(=O)c4cccn34)c2,CHEMBL539474
236,1584.89,nM,0,CCC(N)(CC)C#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,CHEMBL1983025
237,398.11,nM,1,CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,CHEMBL2004716
238,5011.87,nM,0,CCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,CHEMBL2000934
239,3981.07,nM,0,CN1CCC(C(O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,CHEMBL422897
240,5011.87,nM,0,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,CHEMBL572878
241,1584.89,nM,0,C(Nc1nc(cs1)c2ccc3[nH]ncc3c2)c4ccccc4,CHEMBL1682546
242,5011.87,nM,0,Oc1cccc2c(NC(=O)Nc3cnccn3)cccc12,CHEMBL1992371
243,501.19,nM,1,Cc1cccc(c1C)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,CHEMBL1964290
244,5011.87,nM,0,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3sccc3n2)cc1,CHEMBL2007559
245,3162.28,nM,0,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,CHEMBL2005792
246,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCC(=O)O,CHEMBL1999506
247,50.12,nM,1,OC1CCCC(C1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CHEMBL1976936
248,398.11,nM,1,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC,CHEMBL474432
249,1584.89,nM,0,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1,CHEMBL1994864
250,5011.87,nM,0,CCc1c([nH]c2nccnc12)c3ccc(cc3)C(=O)C,CHEMBL1994555
251,1584.89,nM,0,OC1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,CHEMBL1997340
252,3.16,nM,1,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(=O)N)n2)cn1,CHEMBL1994669
253,1584.89,nM,0,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13,CHEMBL210887
254,5011.87,nM,0,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccccc2S(=O)(=O)N,CHEMBL377408
255,3162.28,nM,1,CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL2004637
256,5011.87,nM,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CHEMBL1336
257,3981.07,nM,0,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,CHEMBL1971943
258,1584.89,nM,0,Fc1ccc(cc1)c2nc3sccn3c2c4ccncc4,CHEMBL2000508
259,1584.89,nM,0,CN1CCC(CC1)NC(=O)c2cc3c(n[nH]c3s2)c4ccccc4,CHEMBL1987007
260,1584.89,nM,0,Oc1ccc(cc1)c2n[nH]c(Nc3cccc(Cl)c3)c2c4ccc(O)cc4,CHEMBL1985092
261,5011.87,nM,0,CC(=O)OCCn1nc(c2cccc(Br)c2)c3C(=CC(=O)Nc13)C(F)(F)F,CHEMBL1984847
262,1258.93,nM,1,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,CHEMBL1964692
263,19.95,nM,1,Oc1ccc(cc1)c2ccc3C(=Cc4ccc[nH]4)C(=O)Nc3c2,CHEMBL1980329
264,1584.89,nM,0,OC(COc1cncc(C=Cc2ccncc2)c1)Cc3c[nH]c4ccccc34,CHEMBL1993584
265,1584.89,nM,0,CC(C)(O)Cc1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,CHEMBL1976732
266,5011.87,nM,0,COc1ccccc1CNC(=N)Nc2nccc(n2)c3cccs3,CHEMBL1997197
267,5011.87,nM,0,NNc1cc(nc(OCCc2ccccn2)n1)N3CCOCC3,CHEMBL1996208
268,1000.0,nM,1,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc4cn[nH]c4c3)n2,CHEMBL1986666
269,794.33,nM,1,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2,CHEMBL242865
270,1584.89,nM,0,Nc1ncnc2sc3CCc4cc(NC(=O)Nc5ccccc5)ccc4c3c12,CHEMBL1994693
271,1584.89,nM,0,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(CCN)c3cncc(c3)c4ccc5cnccc5c4,CHEMBL1967544
272,5011.87,nM,0,CC(C)C(CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL1971223
273,5011.87,nM,0,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2Cl)C1,CHEMBL1986265
274,5011.87,nM,0,CN(CCC#N)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL1974998
275,1584.89,nM,0,CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12,CHEMBL1970913
276,3162.28,nM,0,CCc1c([nH]c2nccnc12)c3ccc(cc3)C(C)(C)O,CHEMBL1976420
277,1584.89,nM,0,Nc1ncnc2onc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,CHEMBL213505
278,1584.89,nM,0,Cc1cc(c2ccccc2)n(n1)c3cc(NN=Cc4occc4)ncn3,CHEMBL1999590
279,5011.87,nM,0,Cc1cc(OCc2ccc(Cl)c(Cl)c2)ccc1CN3CC(C3)C(=O)O,CHEMBL1990223
280,1584.89,nM,0,COCCn1cc(c2ccncn2)c(n1)c3ccc(Cl)cc3,CHEMBL1982866
281,3981.07,nM,0,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,CHEMBL259084
282,5011.87,nM,0,Clc1ccc2c(c1)nnc3nnnn23,CHEMBL1986503
283,15848.93,nM,0,N(c1ccccc1)c2ncnc3ccccc23,CHEMBL289959
284,39.81,nM,1,CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1,CHEMBL21156
285,2.0,nM,1,CNC1CC2OC(C)(C1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,CHEMBL1980995
286,1584.89,nM,0,CC(C(=O)N(C)C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,CHEMBL2001485
287,25.12,nM,1,O=C1Nc2ccc3ncsc3c2C1=CNc4ccc(cc4)S(=O)(=O)Nc5ccccn5,CHEMBL1973540
288,398.11,nM,1,NC1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,CHEMBL1966628
289,1584.89,nM,0,CCN(CC)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,CHEMBL2001257
290,5011.87,nM,0,Nc1nc2ccc(cc2n1c3nccs3)C#N,CHEMBL1988805
291,1584.89,nM,0,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,CHEMBL554
292,10.0,nM,1,COCCOC1CCC(CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26,CHEMBL1984162
293,1584.89,nM,0,COc1cccc(c1)C(C)NC(=O)c2cnc(s2)c3ccncc3,CHEMBL1984633
294,1584.89,nM,0,Clc1cccc(c1)c2cn3C(=O)NC=C(I)c3n2,CHEMBL1982610
295,5011.87,nM,0,Nc1nc2ccc(cc2n1c3nc4CCCCc4s3)C#N,CHEMBL1996345
296,3981.07,nM,0,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,CHEMBL941
297,10000.0,nM,0,O=C1Nc2ccccc2Nc3ccccc13,CHEMBL1727312
298,5011.87,nM,0,Brc1ccc2Cc3cn[nH]c3c2c1,CHEMBL1995172
299,1584.89,nM,0,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)cccc23)n1,CHEMBL1980540
300,1584.89,nM,0,COc1cccc(c1)C(C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,CHEMBL2006188
301,5011.87,nM,0,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3ccc(Cl)cc23)n1,CHEMBL1967513
302,1584.89,nM,0,Brc1ccc2[nH]nc(c3ccccc3)c2c1,CHEMBL1994074
303,1584.89,nM,0,Cc1ccc(NC(=O)Nc2ccc(cc2)c3coc4ncnc(N)c34)cc1,CHEMBL2005828
304,1584.89,nM,0,OCCCc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,CHEMBL223367
305,1258.93,nM,1,COc1ccc(c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c4c(N)noc14,CHEMBL271381
306,1584.89,nM,0,Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c4ccccc14,CHEMBL1979357
307,5011.87,nM,0,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL1825138
308,5011.87,nM,0,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4CO,CHEMBL2001584
309,1584.89,nM,0,CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)c6nonc6N,CHEMBL220241
310,3981.07,nM,0,Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N,CHEMBL1969664
311,1584.89,nM,0,Nc1ncc(C=CC(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,CHEMBL1994938
312,5011.87,nM,0,COc1ccc2[nH]cc(C=C3C(=O)Nc4ccccc34)c2c1,CHEMBL1997275
313,1584.89,nM,0,Nc1n[nH]c2nnc(c3ccccc3)c(c4ccccc4)c12,CHEMBL260135
314,5011.87,nM,0,Clc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1983595
315,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3ccc4nccnc4c3N)c1,CHEMBL507936
316,1584.89,nM,1,CN(C)C1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1969151
317,1584.89,nM,0,Cc1cc(C)cc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,CHEMBL1964687
318,1584.89,nM,0,Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c2ccccc2)c3ccccc3,CHEMBL1988173
319,1584.89,nM,0,CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(cc4)S(=O)(=O)N)C(=O)C3=O)ccc12,CHEMBL1969506
320,158.49,nM,1,NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1973720
321,158.49,nM,1,C1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,CHEMBL385478
322,1584.89,nM,0,C(c1cn(nn1)c2ccc3[nH]ncc3c2)n4nnc5ccccc45,CHEMBL1966069
323,794.33,nM,1,COCc1nnn(c1C(=O)NN=C(C)c2ccc(O)cc2O)c3nonc3N,CHEMBL1991180
324,3162.28,nM,1,CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1,CHEMBL1997007
325,398.11,nM,1,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,CHEMBL1970104
326,1584.89,nM,0,CN(C)CC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,CHEMBL1965631
327,1584.89,nM,0,NC(COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,CHEMBL1972125
328,1584.89,nM,0,CS(=O)(=O)Nc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,CHEMBL223460
329,1258.93,nM,0,CN(C)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,CHEMBL1979883
330,794.33,nM,1,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4cccc(Cl)c4)c3,CHEMBL1974870
331,1584.89,nM,0,CNc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,CHEMBL1981410
332,1584.89,nM,0,Nc1n[nH]c2cccc(c3ccc(Br)cc3)c12,CHEMBL1990346
333,5011.87,nM,0,Nc1ccc2c(C(=O)O)n(nc2c1)c3ccccc3,CHEMBL1974574
334,5011.87,nM,0,CN(C)CCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,CHEMBL1964948
335,1584.89,nM,0,[O-][N+](=O)c1cnc(NC(=O)NCc2ccccc2)s1,CHEMBL1964644
336,3981.07,nM,1,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3cc(Cl)ccc23)n1,CHEMBL1981744
337,199.53,nM,1,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,CHEMBL191003
338,1584.89,nM,0,NC(=O)Cn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,CHEMBL1985095
339,2511.89,nM,0,CC(O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,CHEMBL1989708
340,5011.87,nM,0,Fc1ccc(F)c(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1995811
341,1584.89,nM,0,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccncc2,CHEMBL1984206
342,5.01,nM,1,Fc1ccc2ncn(c3ncc4NC(=O)N(C5CCOc6c(F)cccc56)c4n3)c2c1,CHEMBL2000393
343,15848.93,nM,0,Cc1nn(C)c2sc(C(=O)N)c(N)c12,CHEMBL1996837
344,1584.89,nM,0,Clc1ccc(CC(=O)Nc2[nH]nc3CCCc23)cc1,CHEMBL2003482
345,1584.89,nM,0,CN1CCC(CC1)C(=O)n2nc(N)c3cc(ccc23)c4cn(Cc5ccccc5)nn4,CHEMBL1978014
346,5011.87,nM,0,CCOc1ccc(C=C2SC(=N)NC2=O)c(O)c1,CHEMBL1971289
347,5011.87,nM,0,Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1,CHEMBL1967336
348,158.49,nM,1,Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,CHEMBL2005886
349,50.12,nM,1,CN1CCN(CC1)c2ccc(Nc3ncc(F)c(NC4C5CC(C=C5)C4C(=O)N)n3)cc2C,CHEMBL1967878
350,63.1,nM,1,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2,CHEMBL1967998
351,316.23,nM,1,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(C=Cc4ccccc4)n2,CHEMBL1983923
352,5011.87,nM,1,OCc1ccc(cc1)c2sc(nc2C(=O)O)N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3,CHEMBL1983980
353,1584.89,nM,0,Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(c2)c3ccc(Cl)cc3)n1,CHEMBL2001239
354,1584.89,nM,0,CC(C)Cn1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,CHEMBL1965423
